asset_id,asset_type,material_type,age_years,crack_index,corrosion_level,vibration_rms,avg_daily_traffic,heavy_vehicle_pct,avg_temperature_f,humidity_pct,flood_risk_score,inspections_per_year,years_since_last_repair,strain_peak_microstrain,displacement_mm,failure_probability,failure_within_5yrs
A208095,Road,Concrete,52.6,0.43,1.0,1.098,13112.0,0.165,63.4,62.3,0.577,2.74,8.2,66.7,2.2,0.58,0
A208096,Bridge,Asphalt,66.3,0.34,0.179,3.564,19150.0,0.263,81.0,68.0,0.69,2.17,3.0,375.6,6.55,0.208,0
A208097,Bridge,Composite,15.5,1.0,0.279,5.864,14205.0,0.118,64.8,36.8,0.412,1.28,6.9,117.7,7.73,0.389,0
A208098,Pipeline,Steel,70.3,0.14757118837987748,0.634,1.578,6588.0,0.125,71.9,51.3,0.58,0.1,16.2,184.9,6.32,0.4,0
A208099,Road,Steel,25.3,0.555,0.594,2.257,41961.0,0.287,84.4,100.0,0.141,0.98,10.0,307.3,8.01,0.39,0
A208100,Bridge,Asphalt,13.6,0.823,1.0,1.375,39417.0,0.262,43.9,62.8,1.0,2.51,12.0,116.9,14.19,0.743,1
A208101,Bridge,Concrete,44.7,0.483,0.133,,22803.0,0.247,70.7,76.7,0.564,2.58,2.6,264.6,3.09,0.379,0
A208102,Bridge,Concrete,17.4,0.325,0.534,3.606,14293.0,0.053,39.5,64.6,0.199,2.28,6.4,88.8,4.21,0.325,1
A208103,Bridge,Steel,54.9,0.936,0.414,4.56,41614.0,0.064,56.5,68.8,0.715,1.73,9.7,327.6,3.52,0.556,0
A208104,Road,Asphalt,23.6,0.284,0.05,5.964,,0.11,32.0,37.7,0.783,3.72,5.2,256.3,9.18,0.352,0
A208105,Power_System,Concrete,1.0,0.355,0.361,3.114,39818.0,0.231,76.9,53.1,0.0,2.02,14.1,184.6,4.79,0.141,0
A208106,Pipeline,Steel,32.8,0.635,0.633,3.547,17942.0,0.278,54.8,37.4,0.141,1.17,9.3,74.8,0.246,0.355,0
A208107,Building,Steel,44.9,0.415,0.02,4.007,29922.0,0.275,84.3,99.8,0.434,0.64,13.1,213.2,7.46,0.186,0
A208108,Bridge,Steel,36.2,0.941,0.752,2.977,1601.0,0.124,63.7,84.9,0.442,0.61,0.5,365.2,6.03,0.585,0
A208109,Pipeline,Steel,35.0,0.403,0.211,5.392,16939.0,0.188,58.2,70.5,0.596,0.1,4.0,176.0,7.93,0.25,0
A208110,Building,Asphalt,39.6,0.518,0.0,3.857,,0.137,92.7,,0.306,0.1,9.2,351.0,7.84,0.124,1
A208111,Power_System,Steel,24.0,0.308,0.886,0.05,50105.0,0.241,58.4,58.7,0.122,0.1,4.6,208.9,6.31,0.289,0
A208112,Building,Concrete,31.1,0.706,0.758,6.35,23112.0,0.112,56.1,61.1,0.648,2.5,7.0,,10.55,0.477,0
A208113,Pipeline,Steel,10.6,,0.463,4.497,26865.0,0.197,78.0,70.9,0.205,0.72,1.8,284.4,0.05,0.097,1
A208114,Power_System,Concrete,25.8,0.783,0.289,6.631,19669.0,0.216,60.7,57.3,0.154,0.64,9.3,340.3,13.66,0.511,0
A208115,Bridge,Concrete,62.7,0.411,0.538,2.316,21617.0,0.093,77.1,56.4,0.52,1.9,0.0,244.5,6.16,0.427,0
A208116,Building,Concrete,63.5,0.461,0.049,0.861,30753.0,0.031,65.2,33.1,0.513,2.36,2.8,377.2,8.87,0.183,0
A208117,Building,Concrete,23.1,0.23,0.586,4.047,28960.0,0.244,37.7,,0.561,1.18,6.2,,5.14,0.308,0
A208118,Building,Steel,49.3,0.76,0.183,5.194,12071.0,0.13,82.4,71.1,0.424,1.53,7.8,,6.11,0.437,0
A208119,Road,Asphalt,31.8,0.366,0.0,4.419,4182.0,0.09,73.0,43.6,0.1,2.72,10.4,326.7,8.61,0.237,0
A208120,Bridge,Concrete,10.8,0.775,0.549,,27033.0,0.24,64.1,51.3,0.045,0.78,4.9,222.9,4.95,0.512,0
A208121,Bridge,Asphalt,34.1,0.777,0.781,5.718,,0.017,65.6,80.3,0.463,2.34,10.9,244.9,7.24,0.738,1
A208122,Pipeline,Asphalt,2.4,0.362,0.37,3.234,6598.0,0.15,57.8,99.1,0.669,1.65,1.0,150.1,9.0,0.269,0
A208123,Road,Composite,47.1,0.195,,2.297,12638.0,0.203,81.8,56.4,0.165,0.54,5.8,326.2,11.56,0.187,0
A208124,Power_System,Steel,34.6,0.443,0.338,1.483,14929.0,0.2,50.0,92.0,0.545,1.06,0.0,169.2,7.28,0.353,0
A208125,Bridge,Asphalt,6.6,0.583,0.802,2.1,15454.0,0.176,61.9,63.5,0.407,1.32,0.0,218.8,6.1,0.429,0
A208126,Building,Composite,60.3,0.277,0.458,3.273,3377.0,0.172,65.9,38.3,0.211,3.82,13.0,,4.8,0.33,0
A208127,Road,Composite,29.7,0.637,0.911,3.294,8560.0,0.232,65.6,57.0,0.177,3.94,11.0,180.7,5.7,0.422,0
A208128,Road,Steel,40.7,0.13,0.854,2.246,13752.0,0.311,69.6,,0.435,0.17,0.0,335.7,10.21,0.347,1
A208129,Road,Asphalt,23.4,0.773,0.534,6.382,16015.0,0.182,20.9,61.7,0.654,0.99,0.0,22.0,3.56,0.438,0
A208130,Road,Concrete,16.3,0.096,0.35,1.236,38130.0,0.169,55.3,48.0,0.396,0.81,7.7,150.6,2.9,0.307,0
A208131,Road,Steel,24.6,,,2.737,11285.0,0.305,61.2,87.4,0.347,2.91,6.7,265.4,8.55,0.44,0
A208132,Bridge,Steel,16.4,0.258,0.278,1.366,14153.0,0.125,65.0,60.0,0.352,0.78,17.6,72.7,4.35,0.261,0
A208133,Bridge,Concrete,59.6,0.623,0.316,5.556,10583.0,0.312,28.4,61.6,0.163,2.89,14.7,181.4,10.41,0.418,0
A208134,Power_System,Composite,33.0,,0.248,4.449,37570.0,0.377,63.3,69.5,0.0,2.22,10.2,223.6,4.87,0.321,0
A208135,Road,Steel,20.3,0.458,0.71,4.332,15942.0,0.059,78.7,66.4,0.089,,13.3,354.3,6.64,0.423,1
A208136,Pipeline,Steel,28.0,0.209,0.098,0.65,2221.0,0.148,60.5,100.0,0.232,1.88,6.1,405.3,11.05,0.139,0
A208137,Building,Steel,39.0,0.209,0.86,5.528,28381.0,0.212,38.2,41.1,0.0,2.88,0.0,263.3,9.45,0.388,0
A208138,Road,Asphalt,1.0,0.424,0.509,5.997,11072.0,0.119,85.8,55.9,0.0,0.1,3.2,215.6,12.38,0.3,0
A208139,Power_System,Steel,56.8,0.547,0.427,3.231,41379.0,0.275,31.3,,0.0,4.24,1.6,155.6,7.6,0.344,0
A208140,Road,Concrete,58.4,0.893,0.922,3.436,24724.0,0.435,71.4,78.3,0.586,1.07,4.2,283.0,9.29,0.472,0
A208141,Bridge,Concrete,24.5,0.339,0.818,2.852,16484.0,0.184,49.1,64.8,0.105,3.18,3.4,229.9,1.81,0.457,0
A208142,Bridge,Concrete,47.3,0.608,0.291,1.868,,0.0,71.1,72.1,0.919,1.94,0.0,181.5,5.9,0.472,0
A208143,Road,Asphalt,32.5,0.531,0.808,3.997,8357.0,0.11,62.9,,0.628,0.54,8.4,301.8,7.11,0.407,0
A208144,Bridge,Concrete,52.2,0.878,0.619,2.858,38685.0,0.281,49.7,60.5,0.508,2.12,9.4,,3.14,0.626,0
A208145,Pipeline,Steel,40.2,0.573,0.395,1.672,17664.0,0.226,40.2,49.1,0.307,1.19,7.7,15.0,3.87,0.321,0
A208146,Pipeline,Composite,46.8,0.687,0.17,5.044,33508.0,0.146,41.2,91.3,0.603,2.19,4.7,414.9,3.63,0.275,0
A208147,Bridge,Composite,37.4,0.589,0.828,0.194,22210.0,0.116,77.9,33.8,0.844,,14.0,243.8,5.38,0.557,0
A208148,Power_System,Steel,47.3,1.0,0.382,5.494,11157.0,0.37,67.3,79.8,0.497,1.28,17.0,201.7,9.22,0.614,0
A208149,Building,Concrete,30.3,,0.0,3.988,9125.0,0.147,93.9,82.6,0.429,0.64,4.4,246.9,5.97,0.333,0
A208150,Pipeline,Asphalt,41.3,0.539,0.424,,27519.0,0.124,51.5,42.8,0.528,1.45,9.4,206.2,2.77,0.35,0
A208151,Power_System,Steel,49.7,0.541,,5.047,9048.0,0.344,58.6,36.1,0.0,0.87,0.0,240.8,6.25,0.372,0
A208152,Pipeline,Concrete,38.0,0.868,0.685,3.599,27070.0,0.17,64.7,,0.556,3.45,14.1,290.0,5.79,0.618,0
A208153,Bridge,Steel,56.3,0.36,0.657,2.787,13758.0,0.244,69.9,68.2,0.245,3.6,3.8,376.6,1.299,0.404,0
A208154,Building,Asphalt,43.0,0.835,1.0,3.029,16670.0,0.348,73.8,46.1,0.216,1.95,8.0,228.4,0.05,0.542,0
A208155,Power_System,Composite,17.3,0.854,0.861,2.121,22080.0,0.216,64.5,44.3,1.0,2.74,1.9,158.3,3.08,0.576,0
A208156,Bridge,Steel,20.5,0.553,0.27,5.378,34669.0,0.142,38.0,,0.22,2.16,4.7,96.5,8.95,0.185,0
A208157,Pipeline,Concrete,63.4,0.343,0.55,1.438,5589.0,0.247,55.8,62.7,0.356,1.0,11.3,267.0,7.64,0.31,0
A208158,Bridge,Asphalt,43.7,0.17,0.571,3.846,,0.259,68.4,100.0,0.706,1.32,7.8,246.9,11.59,0.24,0
A208159,Power_System,Concrete,41.3,0.636,0.366,3.161,14203.0,0.099,50.0,58.1,0.674,2.76,13.0,165.0,4.98,0.501,0
A208160,Bridge,Steel,35.2,0.362,0.0,5.126,7317.0,0.219,72.0,82.1,0.037,0.1,17.8,315.0,5.74,0.179,0
A208161,Building,Composite,27.7,0.097,0.563,5.319,8968.0,0.251,43.5,,0.385,1.73,8.8,154.0,0.05,0.308,0
A208162,Bridge,Concrete,11.4,0.52,0.777,1.317,27714.0,0.058,49.4,68.4,0.572,1.64,13.7,337.0,1.49,0.507,0
A208163,Pipeline,Steel,49.0,,1.0,2.682,0.0,0.082,47.1,93.3,0.582,2.11,7.6,51.5,1.46,0.68,1
A208164,Pipeline,Concrete,13.4,0.041,0.267,3.269,0.0,0.203,73.4,59.8,0.373,2.37,10.2,242.9,6.2,0.15,0
A208165,Building,Composite,14.5,1.0,0.192,2.891,23948.0,0.147,71.1,,1.0,2.26,6.4,234.5,9.92,0.593,0
A208166,Bridge,Concrete,27.7,0.374,0.288,3.18,14224.0,0.086,97.0,78.5,0.0,2.27,6.8,141.0,9.66,0.399,0
A208167,Road,Asphalt,44.3,0.431,0.744,4.092,14774.0,0.208,60.3,71.0,0.781,2.69,5.4,190.6,2.27,0.514,0
A208168,Bridge,Asphalt,15.4,1.0,0.526,,14961.0,0.082,66.8,29.3,0.544,1.7,0.2,218.2,6.65,0.384,0
A208169,Bridge,Steel,27.8,0.669,0.229,0.928,12376.0,0.253,63.6,61.6,0.016,3.0,0.4,265.3,10.7,0.348,0
A208170,Bridge,Concrete,39.4,1.0,0.581,1.637,32407.0,0.141,40.8,79.5,0.269,0.6,5.9,472.1,5.09,0.44,0
A208171,Bridge,Steel,9.5,0.003,0.27,2.061,25442.0,0.13,24.8,82.5,0.502,2.5,8.6,273.0,0.05,0.318,0
A208172,Power_System,Steel,29.2,0.238,1.0,5.143,27622.0,0.151,18.3,64.8,0.644,0.32,12.2,185.0,0.06,0.551,0
A208173,Pipeline,Steel,1.0,0.46,,2.447,14960.0,0.251,64.3,85.4,0.383,3.72,11.0,182.1,5.4,0.411,0
A208174,Road,Asphalt,82.7,0.4394052826598727,0.318,1.722,11480.0,0.128,62.5,74.1,0.334,0.24,3.3,244.7,10.93,0.341,0
A208175,Road,Steel,29.0,0.743,0.321,2.919,21409.0,0.092,62.3,37.2,0.955,,5.8,82.2,0.51,0.564,0
A208176,Bridge,Composite,34.6,0.543,1.0,1.89,12131.0,0.194,35.2,30.4,0.013,1.34,8.9,123.3,11.91,0.405,0
A208177,Bridge,Concrete,29.9,0.528,0.0,2.704,26102.0,0.258,55.8,18.8,0.14,2.65,1.9,282.5,8.78,0.2,0
A208178,Pipeline,Steel,39.0,0.138,0.487,4.171,27222.0,0.17,65.4,70.1,0.896,2.48,16.7,153.9,7.54,0.408,0
A208179,Pipeline,Concrete,47.5,0.232,0.197,1.65,0.0,0.315,86.8,67.3,0.13,1.04,7.2,417.3,9.49,0.425,0
A208180,Pipeline,Steel,41.6,0.633,0.479,5.448,26398.0,0.176,82.2,58.0,0.549,3.0,0.5,213.3,10.25,0.382,0
A208181,Power_System,Composite,11.0,0.368,0.529,4.835,16247.0,0.036,58.1,,0.57,1.14,11.8,232.9,5.06,0.442,1
A208182,Power_System,Concrete,52.6,0.239,,0.531,25881.0,0.057,52.9,61.3,0.759,0.1,3.9,148.9,3.46,0.402,0
A208183,Building,Steel,47.7,0.533,0.389,2.343,16058.0,0.194,82.5,61.6,0.839,,4.8,246.3,10.51,0.535,0
A208184,Road,Composite,19.7,0.925,0.536,1.643,,0.307,91.0,66.0,0.638,1.72,0.0,254.2,9.32,0.515,0
A208185,Building,Concrete,23.8,0.834,0.416,,33764.0,0.201,60.2,100.0,0.843,3.4,0.0,156.2,6.8,0.537,0
A208186,Bridge,Concrete,69.3,,0.331,3.007,23698.0,0.175,47.2,73.3,0.432,1.58,13.8,83.2,6.99,0.192,0
A208187,Building,Concrete,57.8,0.666,0.513,5.744,36051.0,0.245,48.4,73.9,0.292,1.03,8.3,195.2,3.19,0.742,1
A208188,Bridge,Steel,40.1,0.744,0.649,2.431,33114.0,0.232,81.5,100.0,0.0,1.0,8.9,304.5,0.8710000000000001,0.669,1
A208189,Power_System,Steel,57.3,0.494,,2.959,49336.0,0.269,52.2,62.4,0.363,3.63,6.5,263.3,11.43,0.502,0
A208190,Bridge,Asphalt,44.1,0.328,0.479,4.509,25419.0,0.159,32.7,70.3,0.473,1.54,5.9,157.2,10.56,0.509,0
A208191,Building,Steel,37.6,0.335,,4.82,15416.0,0.253,66.3,73.5,0.268,1.36,15.1,467.3,0.05,0.375,0
A208192,Pipeline,Concrete,45.7,,0.375,4.016,41956.0,0.238,57.7,82.4,0.765,1.38,9.7,168.0,8.77,0.553,0
A208193,Building,Concrete,69.3,0.096,0.361,2.141,0.0,0.36,74.6,52.1,0.384,2.96,15.2,74.1,0.36,0.289,0
A208194,Pipeline,Steel,45.4,,0.222,1.971,9018.0,0.119,63.0,67.3,0.036,2.55,8.5,252.5,8.87,0.184,0
A208195,Building,Steel,28.5,0.289,0.64,0.05,28755.0,0.113,43.6,44.3,1.0,1.06,8.9,239.2,0.05,0.345,0
A208196,Building,Concrete,37.5,0.844,0.721,5.457,38622.0,0.158,60.6,69.1,0.612,1.44,4.5,293.2,5.97,0.554,0
A208197,Pipeline,Concrete,32.6,0.105,0.439,2.181,7899.0,0.136,62.2,75.5,0.325,2.53,4.0,,4.13,0.298,0
A208198,Power_System,Concrete,81.3,0.5422575606889704,,2.238,13780.0,0.182,41.6,72.7,0.306,0.72,6.6,253.8,4.4,0.21,0
A208199,Bridge,Concrete,61.8,0.574,0.351,3.716,18883.0,0.23,45.2,,0.0,2.72,2.2,270.6,6.94,0.396,0
A208200,Power_System,Steel,29.5,0.401,0.636,1.108,8576.0,0.361,59.2,,0.856,,10.9,306.9,5.52,0.333,0
A208201,Pipeline,Asphalt,11.5,0.159,0.051,2.741,11761.0,0.181,61.8,60.0,0.507,,14.6,,5.29,0.237,0
A208202,Building,Steel,35.7,0.35,0.642,,28637.0,0.239,74.7,57.1,0.205,1.58,6.3,107.5,6.97,0.277,0
A208203,Pipeline,Steel,48.0,0.572,,3.232,18402.0,0.102,87.0,82.0,0.021,2.73,7.6,217.4,4.39,0.416,0
A208204,Road,Asphalt,48.6,0.892,0.157,4.135,,0.121,53.0,39.5,0.165,3.16,0.0,112.2,7.11,0.441,0
A208205,Pipeline,Concrete,76.9,0.9434301589267199,,1.546,20658.0,0.143,52.6,79.0,0.0,2.92,7.8,154.8,4.97,0.625,0
A208206,Power_System,Steel,31.6,,0.362,4.108,,0.173,77.6,73.0,0.0,2.9,7.0,277.3,5.46,0.337,0
A208207,Road,Steel,36.0,0.0,0.0,2.766,12801.0,0.122,53.5,,0.406,0.28,9.0,105.0,9.83,0.128,0
A208208,Power_System,Asphalt,60.0,0.379,0.0,4.0,15989.0,0.187,73.7,80.8,0.546,1.86,16.6,257.4,8.12,0.161,0
A208209,Bridge,Concrete,8.4,0.362,,1.162,23880.0,0.191,27.9,62.3,0.369,,0.7,246.4,9.44,0.183,0
A208210,Pipeline,Concrete,33.9,0.403,0.64,2.364,,0.269,52.2,69.3,0.479,1.87,1.7,235.2,10.01,0.481,0
A208211,Pipeline,Steel,58.0,0.456,0.461,25.228392210290945,41886.0,0.0,50.2,95.2,0.768,4.15,7.4,1153.3670014166871,7.61,0.537,0
A208212,Road,Composite,49.0,0.246,0.447,3.862,15222.0,0.263,56.4,87.5,0.198,3.25,0.0,131.6,0.653,0.262,0
A208213,Bridge,Composite,40.4,0.152,0.551,1.32,,0.244,52.2,33.4,0.657,2.53,16.5,97.1,4.16,0.43,0
A208214,Building,Asphalt,22.3,0.07,,1.137,,0.086,62.2,61.5,0.852,1.11,4.1,231.4,4.15,0.438,0
A208215,Building,Concrete,32.4,0.771,0.622,4.83,6280.0,0.0,58.6,93.6,0.507,1.5,10.7,424.9,3.05,0.402,0
A208216,Road,Concrete,58.0,0.949,0.527,1.316,15600.0,0.209,97.9,56.5,0.382,1.84,7.2,240.3,1.78,0.477,0
A208217,Bridge,Concrete,31.1,0.22,1.0,1.981,27452.0,0.206,70.1,64.4,0.395,2.13,11.9,291.1,13.21,0.393,0
A208218,Building,Composite,16.2,0.383,0.362,3.972,36380.0,0.278,77.9,94.7,0.484,1.26,2.4,298.5,6.89,0.266,0
A208219,Building,Steel,49.0,0.523,0.321,2.994,23163.0,0.172,38.9,58.8,0.223,3.0,2.9,110.2,6.93,0.329,1
A208220,Building,Asphalt,16.3,0.425,,,16504.0,0.161,58.6,57.6,0.029,1.75,5.8,204.8,4.85,0.331,0
A208221,Building,Asphalt,13.4,0.65,0.526,1.17,6842.0,0.183,56.9,35.9,0.342,0.12,3.2,302.5,4.6,0.428,0
A208222,Road,Steel,35.2,0.407,,3.764,1618.0,0.274,64.1,62.8,0.786,3.17,3.7,183.5,8.88,0.274,0
A208223,Pipeline,Steel,31.2,0.469,,4.081232822502437,,0.249,39.9,97.4,0.017,2.32,2.3,982.8397033066933,8.68,0.25,0
A208224,Road,Steel,62.0,0.583,0.461,3.018,8344.0,0.237,78.3,33.2,0.358,2.55,10.1,398.7,7.76,0.401,0
A208225,Road,Steel,30.4,0.395,0.64,1.522,23443.0,0.119,47.2,87.4,0.218,2.71,8.6,159.3,10.21,0.413,0
A208226,Road,Composite,1.0,0.638,0.557,3.623,4995.0,0.325,61.3,74.0,0.567,1.3,10.1,151.6,3.55,0.391,0
A208227,Pipeline,Steel,53.3,0.828,0.0,,15648.0,0.09,73.4,52.0,0.783,0.1,2.3,191.5,9.05,0.533,0
A208228,Power_System,Steel,47.1,0.414,0.521,3.579,28422.0,0.372,58.8,89.1,0.629,1.19,9.0,288.3,8.28,0.341,0
A208229,Road,Steel,21.1,0.747,0.0,1.637,32915.0,0.352,68.2,,0.533,1.86,8.4,255.6,5.55,0.449,0
A208230,Road,Concrete,11.6,0.775,0.691,0.05,29513.0,0.228,46.0,73.8,0.352,1.41,11.6,272.1,3.39,0.588,0
A208231,Pipeline,Steel,78.9,1.0,0.794,3.545,29736.0,0.129,68.2,76.1,0.496,1.22,12.5,158.4,4.86,0.699,1
A208232,Pipeline,Steel,49.5,,,4.175,22522.0,0.124,88.0,69.7,0.0,2.49,4.9,33.3,0.78,0.211,0
A208233,Road,Concrete,32.4,0.432,0.57,2.427,28034.0,0.06,97.8,82.5,0.0,2.66,3.6,442.6,2.99,0.137,1
A208234,Pipeline,Concrete,58.5,0.588,0.362,4.446,16761.0,0.131,64.9,97.0,0.16,2.05,9.3,102.5,1.25,0.368,0
A208235,Pipeline,Concrete,23.8,0.0,0.739,3.051,28180.0,0.151,76.8,59.5,0.105,1.41,8.5,156.4,9.38,0.306,0
A208236,Building,Asphalt,37.9,0.568,0.028,2.517,19104.0,0.0,60.2,93.6,0.611,1.38,8.9,240.4,6.8,0.322,0
A208237,Bridge,Composite,32.6,0.311,0.529,3.187,11297.0,0.246,56.3,70.4,0.544,1.8,11.1,34.1,1.59,0.374,0
A208238,Pipeline,Steel,31.2,0.321,1.0,2.014,21360.0,0.204,53.0,75.3,0.138,1.02,2.8,89.2,8.78,0.529,0
A208239,Road,Concrete,43.1,0.459,,4.093,32877.0,0.099,75.7,50.5,0.422,1.64,0.0,,3.64,0.446,0
A208240,Building,Steel,57.4,0.414,0.08,3.129,21207.0,0.238,72.2,55.0,0.152,1.74,6.5,390.4,3.09,0.388,0
A208241,Pipeline,Composite,27.5,0.551,0.725,3.415,22384.0,0.083,68.8,65.9,0.637,0.98,6.6,231.0,0.05,0.353,0
A208242,Building,Steel,33.9,0.602,0.22,4.691,0.0,0.018,30.4,45.1,0.251,,12.2,45.6,0.12,0.211,0
A208243,Building,Steel,48.0,0.313,0.268,3.271,29831.0,0.314,5.5,99.1,0.039,1.06,4.1,468.0,7.54,0.192,0
A208244,Bridge,Steel,9.3,0.29,0.584,3.139,0.0,0.302,67.1,,0.89,0.8,17.1,285.3,10.45,0.352,0
A208245,Bridge,Asphalt,29.2,0.614,0.432,4.778,17243.0,0.215,41.7,57.1,0.11,2.34,4.8,352.6,5.72,0.358,0
A208246,Building,Asphalt,21.6,0.721,0.665,0.05,22497.0,0.189,52.5,,0.726,3.24,3.1,286.3,11.12,0.461,0
A208247,Bridge,Concrete,56.3,0.865,0.364,2.345,20630.0,0.163,70.3,86.0,0.0,2.04,6.2,189.9,1.9,0.405,0
A208248,Power_System,Concrete,34.0,0.406,0.555,3.256,14484.0,0.283,51.1,77.8,0.435,,2.3,78.4,8.75,0.384,0
A208249,Pipeline,Concrete,56.1,0.516,0.817,2.045,9773.0,0.382,29.5,48.0,0.784,3.08,0.0,193.5,7.76,0.449,0
A208250,Road,Concrete,1.0,0.494,0.496,2.911,16320.0,0.155,18.1,49.7,0.472,2.17,8.4,276.8,0.513,0.299,0
A208251,Pipeline,Concrete,63.5,0.724,0.35,2.849,35865.0,0.147,67.7,89.2,0.566,1.8,8.6,192.4,8.16,0.534,0
A208252,Bridge,Concrete,40.5,0.494,0.882,3.229,9098.0,0.11,78.2,50.3,0.439,0.1,6.9,342.4,2.74,0.527,0
A208253,Pipeline,Concrete,13.2,0.0,0.794,3.971,29436.0,0.156,68.9,70.0,0.658,0.1,10.9,96.8,0.05,0.492,0
A208254,Power_System,Steel,45.4,0.503,0.289,1.677,,0.187,58.0,85.0,0.519,3.9,0.4,285.1,12.46,0.323,0
A208255,Bridge,Asphalt,67.2,0.54,0.213,4.627,11646.0,0.136,31.9,82.8,0.407,1.52,2.4,284.3,6.7,0.443,0
A208256,Power_System,Concrete,52.5,0.14,0.113,2.828,20782.0,0.07,61.3,,0.365,2.28,9.1,200.2,3.99,0.162,0
A208257,Road,Steel,33.6,0.409,,5.538,28796.0,0.234,65.3,92.1,0.0,1.01,1.2,233.9,3.37,0.506,0
A208258,Road,Steel,34.5,0.937,0.403,4.488,2266.0,0.223,70.6,36.1,0.305,1.48,10.4,129.4,0.05,0.519,0
A208259,Power_System,Steel,49.2,0.59,0.329,3.08,14515.0,0.346,90.6,80.5,0.484,0.99,12.3,226.8,10.31,0.423,0
A208260,Building,Asphalt,25.3,0.733,0.898,4.816,27054.0,0.074,53.8,46.6,0.0,1.87,0.2,175.8,2.04,0.434,0
A208261,Road,Steel,61.5,0.0,0.755,3.889,24604.0,0.318,86.3,66.0,0.262,0.1,8.4,217.9,2.67,0.274,1
A208262,Power_System,Concrete,50.5,0.466,0.59,1.174,24564.0,0.192,49.4,75.4,0.0,1.8,1.1,176.9,1.51,0.311,0
A208263,Bridge,Concrete,50.1,0.0,0.375,0.58,24889.0,0.193,50.1,84.7,0.38,1.29,12.8,198.8,4.62,0.166,0
A208264,Pipeline,Concrete,19.8,0.112,0.371,6.218,31089.0,0.198,70.2,83.8,0.364,2.26,9.7,195.0,9.18,0.293,0
A208265,Pipeline,Steel,4.1,0.629,0.857,3.234,14855.0,0.05,85.1,,0.485,1.98,3.9,397.0,6.4,0.392,0
A208266,Building,Concrete,55.0,0.467,0.247,4.255,0.0,0.126,56.8,57.4,0.52,1.63,0.2,,7.36,0.259,0
A208267,Bridge,Concrete,39.4,0.53,0.399,6.079,20877.0,0.149,79.8,73.9,0.088,0.1,0.6,258.8,1.54,0.459,0
A208268,Road,Steel,17.4,,0.264,2.392,33375.0,0.098,81.3,54.6,0.476,0.1,6.7,132.0,2.86,0.329,0
A208269,Road,Concrete,47.8,0.582,0.438,4.255,31417.0,0.14,54.4,64.7,0.0,0.92,14.4,194.7,12.25,0.415,0
A208270,Bridge,Concrete,55.1,0.83,0.228,3.024,0.0,0.26,94.8,58.5,0.571,1.57,9.7,203.0,4.41,0.447,0
A208271,Pipeline,Concrete,50.4,,0.181,4.659,23754.0,0.292,31.5,45.6,0.173,0.1,8.5,94.3,1.82,0.265,0
A208272,Building,Steel,29.0,0.48,0.55,1.446,8074.0,0.172,50.5,76.2,0.271,0.77,3.9,194.9,5.95,0.396,0
A208273,Power_System,Asphalt,12.0,0.63,0.0,5.604,31425.0,0.257,52.4,68.8,1.0,2.42,6.1,261.5,4.56,0.425,0
A208274,Bridge,Asphalt,47.7,0.916,,2.659,0.0,0.204,76.6,76.4,0.403,3.48,15.2,,2.18,0.432,0
A208275,Pipeline,Steel,76.2,0.4777922230856934,0.536,4.432,28488.0,0.361,76.6,100.0,0.794,1.99,11.1,124.4,6.83,0.387,0
A208276,Power_System,Concrete,51.1,0.618,0.462,4.71,35946.0,0.19,84.4,33.5,0.331,,20.9,237.6,4.49,0.424,0
A208277,Bridge,Concrete,54.2,0.291,0.883,3.397,25510.0,0.281,57.3,46.0,0.658,1.14,10.0,112.0,5.33,0.455,0
A208278,Building,Concrete,29.1,0.323,0.035,2.078,25983.0,0.023,41.2,64.7,0.464,1.24,16.8,134.4,0.05,0.174,0
A208279,Road,Steel,33.7,0.483,0.566,4.079,25873.0,0.053,70.9,51.4,0.114,2.39,6.8,204.2,2.61,0.313,0
A208280,Power_System,Asphalt,13.7,0.646,0.472,,28212.0,0.331,55.2,85.0,0.445,0.1,9.6,275.8,2.94,0.405,0
A208281,Pipeline,Concrete,70.0,0.791,0.272,4.909,16668.0,0.212,64.3,53.1,0.444,2.48,3.7,240.9,6.49,0.479,0
A208282,Building,Composite,62.1,0.798,0.51,5.249,38352.0,0.247,52.4,52.6,0.496,0.97,3.1,103.0,5.04,0.373,0
A208283,Bridge,Asphalt,44.2,,,2.289,21194.0,0.155,51.9,56.5,0.926,1.4,7.6,352.6,1.55,0.549,0
A208284,Pipeline,Concrete,18.1,0.796,0.162,4.132,21967.0,0.185,21.4,59.1,0.397,0.57,3.3,302.9,3.28,0.368,0
A208285,Road,Composite,37.5,0.243,0.116,0.776,30398.0,0.259,44.2,56.3,0.367,0.53,4.8,200.8,9.09,0.223,0
A208286,Bridge,Asphalt,38.5,0.893,,3.251,12903.0,0.267,72.3,,0.272,3.71,4.3,,14.54,0.569,0
A208287,Road,Steel,49.9,0.239,0.102,1.029,15293.0,0.171,72.4,67.1,0.688,1.49,2.4,193.4,5.19,0.232,0
A208288,Building,Concrete,29.4,0.293,0.0,2.921,18888.0,0.306,48.7,43.8,0.079,3.26,12.4,377.0,0.22000000000000003,0.281,0
A208289,Pipeline,Asphalt,39.1,0.295,0.764,2.695,22499.0,0.096,51.4,59.0,0.0,0.3,0.0,273.3,7.15,0.273,0
